전체 카테고리 성장률 순위:
====================================
Rank 1: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '스노클링/다이빙', '세부카테고리': '다이빙 소품', 'total': 65, 'recent_sum': 51, 'older_sum': 14, 'growth_rate': 3.642857142857143, 'final_score': 301.7857142857143, 'rank': 1}
Rank 383: {'대카테고리': '식품', '중카테고리': '건강식품', '소카테고리': '', '세부카테고리': None, 'total': 165, 'recent_sum': 46, 'older_sum': 119, 'growth_rate': 0.3865546218487395, 'final_score': 228.781512605042, 'rank': 383}
Rank 384: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '가방', '세부카테고리': '미니백', 'total': 122, 'recent_sum': 34, 'older_sum': 88, 'growth_rate': 0.38636363636363635, 'final_score': 169.13636363636363, 'rank': 384}
Rank 385: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '수전용품', '세부카테고리': '수전세트', 'total': 90, 'recent_sum': 25, 'older_sum': 65, 'growth_rate': 0.38461538461538464, 'final_score': 124.61538461538461, 'rank': 385}
Rank 386: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '수전용품', '세부카테고리': '수전세트', 'total': 90, 'recent_sum': 25, 'older_sum': 65, 'growth_rate': 0.38461538461538464, 'final_score': 124.61538461538461, 'rank': 386}
Rank 387: {'대카테고리': '스포츠/레저', '중카테고리': '자전거', '소카테고리': '자전거장갑/잡화', '세부카테고리': '팔토시/다리토시', 'total': 36, 'recent_sum': 10, 'older_sum': 26, 'growth_rate': 0.38461538461538464, 'final_score': 49.84615384615385, 'rank': 387}
Rank 388: {'대카테고리': '주방용품', '중카테고리': '보온/보냉용품', '소카테고리': '', '세부카테고리': None, 'total': 910, 'recent_sum': 252, 'older_sum': 658, 'growth_rate': 0.3829787234042553, 'final_score': 1258.5106382978722, 'rank': 388}
Rank 389: {'대카테고리': '남성패션', '중카테고리': '신발', '소카테고리': '해외직구', '세부카테고리': '슬립온/스니커즈', 'total': 47, 'recent_sum': 13, 'older_sum': 34, 'growth_rate': 0.38235294117647056, 'final_score': 64.97058823529412, 'rank': 389}
Rank 390: {'대카테고리': '뷰티', '중카테고리': '뷰티소품', '소카테고리': '화장솜/면봉', '세부카테고리': '화장솜', 'total': 94, 'recent_sum': 26, 'older_sum': 68, 'growth_rate': 0.38235294117647056, 'final_score': 129.94117647058823, 'rank': 390}
Rank 391: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '부위별 운동용품', '세부카테고리': '팔', 'total': 557, 'recent_sum': 154, 'older_sum': 403, 'growth_rate': 0.38213399503722084, 'final_score': 769.848635235732, 'rank': 391}
Rank 392: {'대카테고리': '반려동물용품', '중카테고리': '강아지 용품', '소카테고리': '건강 관리', '세부카테고리': '피부관리', 'total': 123, 'recent_sum': 34, 'older_sum': 89, 'growth_rate': 0.38202247191011235, 'final_score': 169.98876404494382, 'rank': 392}
Rank 393: {'대카테고리': '주방용품', '중카테고리': '주방조리도구', '소카테고리': '칼', '세부카테고리': '채소용칼', 'total': 98, 'recent_sum': 27, 'older_sum': 71, 'growth_rate': 0.38028169014084506, 'final_score': 135.26760563380282, 'rank': 393}
Rank 394: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '어린이 문학', '세부카테고리': '어린이가 쓴 글', 'total': 80, 'recent_sum': 22, 'older_sum': 58, 'growth_rate': 0.3793103448275862, 'final_score': 110.3448275862069, 'rank': 394}
Rank 395: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '커피/원두/차', '세부카테고리': '한차재료', 'total': 171, 'recent_sum': 47, 'older_sum': 124, 'growth_rate': 0.3790322580645161, 'final_score': 235.81451612903223, 'rank': 395}
Rank 396: {'대카테고리': '문구/오피스', '중카테고리': '카드/엽서/봉투', '소카테고리': '봉투', '세부카테고리': '용돈봉투', 'total': 306, 'recent_sum': 84, 'older_sum': 222, 'growth_rate': 0.3783783783783784, 'final_score': 421.7837837837838, 'rank': 396}
Rank 397: {'대카테고리': '헬스/건강식품', '중카테고리': '비타민/미네랄', '소카테고리': '', '세부카테고리': None, 'total': 260, 'recent_sum': 71, 'older_sum': 189, 'growth_rate': 0.37566137566137564, 'final_score': 357.67195767195767, 'rank': 397}
Rank 398: {'대카테고리': '주방용품', '중카테고리': '수저/커트러리', '소카테고리': '젓가락', '세부카테고리': '일반젓가락', 'total': 282, 'recent_sum': 77, 'older_sum': 205, 'growth_rate': 0.375609756097561, 'final_score': 387.92195121951215, 'rank': 398}
Rank 399: {'대카테고리': '뷰티', '중카테고리': '메이크업', '소카테고리': '아이 메이크업', '세부카테고리': '아이팔레트', 'total': 88, 'recent_sum': 24, 'older_sum': 64, 'growth_rate': 0.375, 'final_score': 121.0, 'rank': 399}
Rank 400: {'대카테고리': '출산/유아동', '중카테고리': '어린이 건강식품', '소카테고리': '', '세부카테고리': None, 'total': 44, 'recent_sum': 12, 'older_sum': 32, 'growth_rate': 0.375, 'final_score': 60.5, 'rank': 400}
Rank 401: {'대카테고리': '식품', '중카테고리': '커피/원두/차', '소카테고리': '도라지/작두콩차', '세부카테고리': '도라지차', 'total': 22, 'recent_sum': 6, 'older_sum': 16, 'growth_rate': 0.375, 'final_score': 30.25, 'rank': 401}
Rank 402: {'대카테고리': '주방용품', '중카테고리': '주방수납/정리', '소카테고리': '주방정리소품', '세부카테고리': '조리도구통', 'total': 33, 'recent_sum': 9, 'older_sum': 24, 'growth_rate': 0.375, 'final_score': 45.375, 'rank': 402}
Rank 403: {'대카테고리': '스포츠/레저', '중카테고리': '스포츠신발', '소카테고리': '', '세부카테고리': None, 'total': 22, 'recent_sum': 6, 'older_sum': 16, 'growth_rate': 0.375, 'final_score': 30.25, 'rank': 403}
Rank 404: {'대카테고리': '스포츠/레저', '중카테고리': '구기스포츠', '소카테고리': '농구', '세부카테고리': '농구화', 'total': 22, 'recent_sum': 6, 'older_sum': 16, 'growth_rate': 0.375, 'final_score': 30.25, 'rank': 404}
Rank 405: {'대카테고리': '헬스/건강식품', '중카테고리': '비타민/미네랄', '소카테고리': '어린이 비타민/미네랄', '세부카테고리': '칼슘', 'total': 44, 'recent_sum': 12, 'older_sum': 32, 'growth_rate': 0.375, 'final_score': 60.5, 'rank': 405}
Rank 406: {'대카테고리': '헬스/건강식품', '중카테고리': '어린이 건강식품', '소카테고리': '', '세부카테고리': None, 'total': 44, 'recent_sum': 12, 'older_sum': 32, 'growth_rate': 0.375, 'final_score': 60.5, 'rank': 406}
Rank 407: {'대카테고리': '뷰티', '중카테고리': '뷰티소품', '소카테고리': '용기/거울/기타소품', '세부카테고리': '기타소품', 'total': 180, 'recent_sum': 49, 'older_sum': 131, 'growth_rate': 0.37404580152671757, 'final_score': 247.32824427480918, 'rank': 407}
Rank 408: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '어린이 문학', '세부카테고리': '창작동화', 'total': 1231, 'recent_sum': 335, 'older_sum': 896, 'growth_rate': 0.37388392857142855, 'final_score': 1691.2511160714287, 'rank': 408}
Rank 409: {'대카테고리': '헬스/건강식품', '중카테고리': '건강/의료용품', '소카테고리': '마사지/찜질/부항', '세부카테고리': '찜질용품', 'total': 125, 'recent_sum': 34, 'older_sum': 91, 'growth_rate': 0.37362637362637363, 'final_score': 171.7032967032967, 'rank': 409}
Rank 410: {'대카테고리': '생활용품', '중카테고리': '주방수납/잡화', '소카테고리': '주방잡화', '세부카테고리': '행주/주방타올', 'total': 228, 'recent_sum': 62, 'older_sum': 166, 'growth_rate': 0.37349397590361444, 'final_score': 313.1566265060241, 'rank': 410}
Rank 411: {'대카테고리': '출산/유아동', '중카테고리': '출산준비물/선물', '소카테고리': '의류용품', '세부카테고리': '내의', 'total': 421, 'recent_sum': 114, 'older_sum': 307, 'growth_rate': 0.3713355048859935, 'final_score': 577.3322475570033, 'rank': 411}
Rank 412: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '가방', '세부카테고리': '스포츠가방', 'total': 495, 'recent_sum': 134, 'older_sum': 361, 'growth_rate': 0.37119113573407203, 'final_score': 678.7396121883656, 'rank': 412}
Rank 413: {'대카테고리': '주방용품', '중카테고리': '주방수납/정리', '소카테고리': '주방정리소품', '세부카테고리': '수납바스켓', 'total': 137, 'recent_sum': 37, 'older_sum': 100, 'growth_rate': 0.37, 'final_score': 187.69000000000003, 'rank': 413}
Rank 414: {'대카테고리': '주방용품', '중카테고리': '주방수납/정리', '소카테고리': '공간별수납/정리', '세부카테고리': '조리대 주변', 'total': 252, 'recent_sum': 68, 'older_sum': 184, 'growth_rate': 0.3695652173913043, 'final_score': 345.1304347826087, 'rank': 414}
Rank 415: {'대카테고리': '여성패션', '중카테고리': '의류', '소카테고리': '블라우스/셔츠', '세부카테고리': '셔츠', 'total': 838, 'recent_sum': 226, 'older_sum': 612, 'growth_rate': 0.369281045751634, 'final_score': 1147.4575163398692, 'rank': 415}
Rank 416: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '전집/세트', '세부카테고리': '국어/수학/영어', 'total': 26, 'recent_sum': 7, 'older_sum': 19, 'growth_rate': 0.3684210526315789, 'final_score': 35.578947368421055, 'rank': 416}
Rank 417: {'대카테고리': '생활용품', '중카테고리': '주방수납/잡화', '소카테고리': '주방수납', '세부카테고리': '식기건조대', 'total': 156, 'recent_sum': 42, 'older_sum': 114, 'growth_rate': 0.3684210526315789, 'final_score': 213.47368421052633, 'rank': 417}
Rank 418: {'대카테고리': '출산/유아동', '중카테고리': '유아동패션', '소카테고리': '여아', '세부카테고리': '잡화', 'total': 1228, 'recent_sum': 330, 'older_sum': 898, 'growth_rate': 0.3674832962138085, 'final_score': 1679.269487750557, 'rank': 418}
Rank 419: {'대카테고리': '홈인테리어', '중카테고리': '셀프인테리어', '소카테고리': '조명인테리어', '세부카테고리': '전구/형광등', 'total': 283, 'recent_sum': 76, 'older_sum': 207, 'growth_rate': 0.3671497584541063, 'final_score': 386.9033816425121, 'rank': 419}
Rank 420: {'대카테고리': '식품', '중카테고리': '선물세트관', '소카테고리': '건강', '세부카테고리': '건강즙', 'total': 280, 'recent_sum': 75, 'older_sum': 205, 'growth_rate': 0.36585365853658536, 'final_score': 382.43902439024384, 'rank': 420}
Rank 421: {'대카테고리': '식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '커피/원두/차', '세부카테고리': '한차재료', 'total': 168, 'recent_sum': 45, 'older_sum': 123, 'growth_rate': 0.36585365853658536, 'final_score': 229.46341463414632, 'rank': 421}
Rank 422: {'대카테고리': '문구/오피스', '중카테고리': '카드/엽서/봉투', '소카테고리': '', '세부카테고리': None, 'total': 325, 'recent_sum': 87, 'older_sum': 238, 'growth_rate': 0.36554621848739494, 'final_score': 443.80252100840335, 'rank': 422}
Rank 423: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '양말/스타킹', '세부카테고리': '양말', 'total': 510, 'recent_sum': 136, 'older_sum': 374, 'growth_rate': 0.36363636363636365, 'final_score': 695.4545454545455, 'rank': 423}
Rank 424: {'대카테고리': '식품', '중카테고리': '분유/어린이식품', '소카테고리': '건강식품', '세부카테고리': '칼슘', 'total': 45, 'recent_sum': 12, 'older_sum': 33, 'growth_rate': 0.36363636363636365, 'final_score': 61.36363636363637, 'rank': 424}
Rank 425: {'대카테고리': '문구/오피스', '중카테고리': '학용품/수업준비', '소카테고리': '학년별 준비물', '세부카테고리': '초등 저학년', 'total': 876, 'recent_sum': 233, 'older_sum': 643, 'growth_rate': 0.36236391912908245, 'final_score': 1193.430793157076, 'rank': 425}
Rank 426: {'대카테고리': '남성패션', '중카테고리': '가방/잡화', '소카테고리': '지갑/벨트', '세부카테고리': '지갑', 'total': 185, 'recent_sum': 49, 'older_sum': 136, 'growth_rate': 0.3602941176470588, 'final_score': 251.65441176470588, 'rank': 426}
Rank 427: {'대카테고리': '식품', '중카테고리': '과자/초콜릿/시리얼', '소카테고리': '초콜릿', '세부카테고리': '화이트 초콜릿', 'total': 34, 'recent_sum': 9, 'older_sum': 25, 'growth_rate': 0.36, 'final_score': 46.239999999999995, 'rank': 427}
Rank 428: {'대카테고리': '주방용품', '중카테고리': '주방수납/정리', '소카테고리': '주방정리소품', '세부카테고리': '행주/타올걸이', 'total': 53, 'recent_sum': 14, 'older_sum': 39, 'growth_rate': 0.358974358974359, 'final_score': 72.02564102564102, 'rank': 428}
Rank 429: {'대카테고리': '홈인테리어', '중카테고리': '가구', '소카테고리': '거실가구', '세부카테고리': '의자', 'total': 596, 'recent_sum': 157, 'older_sum': 439, 'growth_rate': 0.357630979498861, 'final_score': 809.1480637813212, 'rank': 429}
Rank 430: {'대카테고리': '홈인테리어', '중카테고리': '가구', '소카테고리': '유아동가구', '세부카테고리': '아동책장', 'total': 38, 'recent_sum': 10, 'older_sum': 28, 'growth_rate': 0.35714285714285715, 'final_score': 51.57142857142858, 'rank': 430}
Rank 431: {'대카테고리': '홈인테리어', '중카테고리': '원예/가드닝', '소카테고리': '화분/화병', '세부카테고리': '돌/자갈', 'total': 76, 'recent_sum': 20, 'older_sum': 56, 'growth_rate': 0.35714285714285715, 'final_score': 103.14285714285715, 'rank': 431}
Rank 432: {'대카테고리': '가전디지털', '중카테고리': '저장장치', '소카테고리': '', '세부카테고리': None, 'total': 57, 'recent_sum': 15, 'older_sum': 42, 'growth_rate': 0.35714285714285715, 'final_score': 77.35714285714286, 'rank': 432}
Rank 433: {'대카테고리': '가전디지털', '중카테고리': '태블릿PC', '소카테고리': '액세서리', '세부카테고리': '거치대', 'total': 249, 'recent_sum': 65, 'older_sum': 184, 'growth_rate': 0.3532608695652174, 'final_score': 336.9619565217391, 'rank': 433}
Rank 434: {'대카테고리': '가전디지털', '중카테고리': 'PC주변기기', '소카테고리': '액세서리', '세부카테고리': '모니터 주변기기', 'total': 502, 'recent_sum': 131, 'older_sum': 371, 'growth_rate': 0.353099730458221, 'final_score': 679.256064690027, 'rank': 434}
Rank 435: {'대카테고리': '출산/유아동', '중카테고리': '아기띠/외출용품', '소카테고리': '', '세부카테고리': None, 'total': 510, 'recent_sum': 133, 'older_sum': 377, 'growth_rate': 0.35278514588859416, 'final_score': 689.920424403183, 'rank': 435}
Rank 436: {'대카테고리': '식품', '중카테고리': '가루/조미료/오일', '소카테고리': '설탕/소금/조미료', '세부카테고리': '기타조미료', 'total': 73, 'recent_sum': 19, 'older_sum': 54, 'growth_rate': 0.35185185185185186, 'final_score': 98.68518518518519, 'rank': 436}
Rank 437: {'대카테고리': '주방용품', '중카테고리': '일회용품/종이컵', '소카테고리': '일회용수저', '세부카테고리': '일회용젓가락', 'total': 50, 'recent_sum': 13, 'older_sum': 37, 'growth_rate': 0.35135135135135137, 'final_score': 67.56756756756756, 'rank': 437}
Rank 438: {'대카테고리': '헬스/건강식품', '중카테고리': '헬스/요가용품', '소카테고리': '헬스소품/보호대', '세부카테고리': '헬스장갑', 'total': 200, 'recent_sum': 52, 'older_sum': 148, 'growth_rate': 0.35135135135135137, 'final_score': 270.27027027027026, 'rank': 438}
Rank 439: {'대카테고리': '완구/취미', '중카테고리': '피규어/다이캐스트', '소카테고리': '', '세부카테고리': None, 'total': 270, 'recent_sum': 70, 'older_sum': 200, 'growth_rate': 0.35, 'final_score': 364.5, 'rank': 439}
Rank 440: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '카페트/쿠션', '세부카테고리': '소파패드', 'total': 282, 'recent_sum': 73, 'older_sum': 209, 'growth_rate': 0.3492822966507177, 'final_score': 380.49760765550235, 'rank': 440}
Rank 441: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '수건/타월', '세부카테고리': '샤워가운', 'total': 465, 'recent_sum': 120, 'older_sum': 345, 'growth_rate': 0.34782608695652173, 'final_score': 626.7391304347826, 'rank': 441}
Rank 442: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '욕실용품/잡화', '세부카테고리': '샤워가운', 'total': 465, 'recent_sum': 120, 'older_sum': 345, 'growth_rate': 0.34782608695652173, 'final_score': 626.7391304347826, 'rank': 442}
Rank 443: {'대카테고리': '홈인테리어', '중카테고리': '카페트/쿠션/거실화', '소카테고리': '소파패드/커버', '세부카테고리': '소파패드', 'total': 283, 'recent_sum': 73, 'older_sum': 210, 'growth_rate': 0.3476190476190476, 'final_score': 381.3761904761905, 'rank': 443}
Rank 444: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '수건/타월', '세부카테고리': '샤워가운', 'total': 466, 'recent_sum': 120, 'older_sum': 346, 'growth_rate': 0.3468208092485549, 'final_score': 627.6184971098266, 'rank': 444}
Rank 445: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '헬스소품/보호대', '세부카테고리': '헬스장갑', 'total': 202, 'recent_sum': 52, 'older_sum': 150, 'growth_rate': 0.3466666666666667, 'final_score': 272.02666666666664, 'rank': 445}
Rank 446: {'대카테고리': '주방용품', '중카테고리': '밀폐저장/도시락', '소카테고리': '물병/물통/텀블러', '세부카테고리': '텀블러/쉐이커', 'total': 1049, 'recent_sum': 270, 'older_sum': 779, 'growth_rate': 0.3465982028241335, 'final_score': 1412.581514762516, 'rank': 446}
Rank 447: {'대카테고리': '스포츠/레저', '중카테고리': '스포츠신발', '소카테고리': '', '세부카테고리': None, 'total': 35, 'recent_sum': 9, 'older_sum': 26, 'growth_rate': 0.34615384615384615, 'final_score': 47.11538461538462, 'rank': 447}
Rank 448: {'대카테고리': '주방용품', '중카테고리': '컵/텀블러/와인용품', '소카테고리': '주류용품', '세부카테고리': '소주/사케잔', 'total': 257, 'recent_sum': 66, 'older_sum': 191, 'growth_rate': 0.34554973821989526, 'final_score': 345.8062827225131, 'rank': 448}
Rank 449: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '욕실매트/발판', '세부카테고리': '미끄럼방지매트', 'total': 487, 'recent_sum': 125, 'older_sum': 362, 'growth_rate': 0.3453038674033149, 'final_score': 655.1629834254144, 'rank': 449}
Rank 450: {'대카테고리': '주방용품', '중카테고리': '그릇/홈세트', '소카테고리': '접시/플레이트', '세부카테고리': '종지/소스볼', 'total': 273, 'recent_sum': 70, 'older_sum': 203, 'growth_rate': 0.3448275862068966, 'final_score': 367.1379310344828, 'rank': 450}
Rank 451: {'대카테고리': '완구/취미', '중카테고리': '원예/가드닝', '소카테고리': '원예도구', '세부카테고리': '원예가위/전지가위', 'total': 199, 'recent_sum': 51, 'older_sum': 148, 'growth_rate': 0.34459459459459457, 'final_score': 267.5743243243243, 'rank': 451}
Rank 452: {'대카테고리': '스포츠/레저', '중카테고리': '홈트레이닝', '소카테고리': '보호대/체중계', '세부카테고리': '장갑', 'total': 203, 'recent_sum': 52, 'older_sum': 151, 'growth_rate': 0.3443708609271523, 'final_score': 272.9072847682119, 'rank': 452}
Rank 453: {'대카테고리': '뷰티', '중카테고리': '향수', '소카테고리': '', '세부카테고리': None, 'total': 344, 'recent_sum': 88, 'older_sum': 256, 'growth_rate': 0.34375, 'final_score': 462.25, 'rank': 453}
Rank 454: {'대카테고리': '문구/오피스', '중카테고리': '앨범', '소카테고리': '', '세부카테고리': None, 'total': 692, 'recent_sum': 177, 'older_sum': 515, 'growth_rate': 0.34368932038834954, 'final_score': 929.8330097087379, 'rank': 454}
Rank 455: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '욕실매트/발판', '세부카테고리': '미끄럼방지매트', 'total': 489, 'recent_sum': 125, 'older_sum': 364, 'growth_rate': 0.3434065934065934, 'final_score': 656.9258241758242, 'rank': 455}
Rank 456: {'대카테고리': '가전디지털', '중카테고리': '휴대폰 액세서리', '소카테고리': '케이블/충전기', '세부카테고리': '충전기', 'total': 822, 'recent_sum': 210, 'older_sum': 612, 'growth_rate': 0.3431372549019608, 'final_score': 1104.058823529412, 'rank': 456}
Rank 457: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '침구커버', '세부카테고리': '요/매트커버', 'total': 110, 'recent_sum': 28, 'older_sum': 82, 'growth_rate': 0.34146341463414637, 'final_score': 147.5609756097561, 'rank': 457}
Rank 458: {'대카테고리': '홈인테리어', '중카테고리': '셀프인테리어', '소카테고리': '공구/자재', '세부카테고리': '망치', 'total': 165, 'recent_sum': 42, 'older_sum': 123, 'growth_rate': 0.34146341463414637, 'final_score': 221.34146341463415, 'rank': 458}
Rank 459: {'대카테고리': '생활용품', '중카테고리': '공구/철물/DIY', '소카테고리': '수공구/절단도구', '세부카테고리': '망치/도끼', 'total': 169, 'recent_sum': 43, 'older_sum': 126, 'growth_rate': 0.3412698412698413, 'final_score': 226.6746031746032, 'rank': 459}
Rank 460: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '욕실용품/잡화', '세부카테고리': '샤워가운', 'total': 472, 'recent_sum': 120, 'older_sum': 352, 'growth_rate': 0.3409090909090909, 'final_score': 632.9090909090909, 'rank': 460}
Rank 461: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '바디로션/크림', '세부카테고리': '바디케어세트', 'total': 63, 'recent_sum': 16, 'older_sum': 47, 'growth_rate': 0.3404255319148936, 'final_score': 84.4468085106383, 'rank': 461}
Rank 462: {'대카테고리': '문구/오피스', '중카테고리': '학용품/수업준비', '소카테고리': '미술시간', '세부카테고리': '색연필/크레파스', 'total': 130, 'recent_sum': 33, 'older_sum': 97, 'growth_rate': 0.3402061855670103, 'final_score': 174.22680412371136, 'rank': 462}
Rank 463: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '', '세부카테고리': None, 'total': 276, 'recent_sum': 70, 'older_sum': 206, 'growth_rate': 0.33980582524271846, 'final_score': 369.7864077669903, 'rank': 463}
Rank 464: {'대카테고리': '생활용품', '중카테고리': '수납/정리', '소카테고리': '욕실정리용품', '세부카테고리': '양치용품 정리', 'total': 387, 'recent_sum': 98, 'older_sum': 289, 'growth_rate': 0.3391003460207612, 'final_score': 518.2318339100345, 'rank': 464}
Rank 465: {'대카테고리': '주방용품', '중카테고리': '밀폐저장/도시락', '소카테고리': '도시락통/가방/찬합', '세부카테고리': '도시락수저세트', 'total': 79, 'recent_sum': 20, 'older_sum': 59, 'growth_rate': 0.3389830508474576, 'final_score': 105.77966101694915, 'rank': 465}
Rank 466: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '시리얼/쉐이크/선식', '세부카테고리': '시리얼/바', 'total': 87, 'recent_sum': 22, 'older_sum': 65, 'growth_rate': 0.3384615384615385, 'final_score': 116.44615384615386, 'rank': 466}
Rank 467: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '욕실수납/정리', '세부카테고리': '양치용품 정리', 'total': 388, 'recent_sum': 98, 'older_sum': 290, 'growth_rate': 0.33793103448275863, 'final_score': 519.1172413793104, 'rank': 467}
Rank 468: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '욕실수납/정리', '세부카테고리': '양치용품 정리', 'total': 388, 'recent_sum': 98, 'older_sum': 290, 'growth_rate': 0.33793103448275863, 'final_score': 519.1172413793104, 'rank': 468}
Rank 469: {'대카테고리': '홈인테리어', '중카테고리': '생활전기용품', '소카테고리': '전구/램프', '세부카테고리': 'LED전구', 'total': 194, 'recent_sum': 49, 'older_sum': 145, 'growth_rate': 0.33793103448275863, 'final_score': 259.5586206896552, 'rank': 469}
Rank 470: {'대카테고리': '남성패션', '중카테고리': '신발', '소카테고리': '운동화/스니커즈', '세부카테고리': '스니커즈', 'total': 297, 'recent_sum': 75, 'older_sum': 222, 'growth_rate': 0.33783783783783783, 'final_score': 397.3378378378378, 'rank': 470}
Rank 471: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '건강식품', '세부카테고리': '홍삼', 'total': 159, 'recent_sum': 40, 'older_sum': 119, 'growth_rate': 0.33613445378151263, 'final_score': 212.4453781512605, 'rank': 471}
Rank 472: {'대카테고리': '홈인테리어', '중카테고리': '침구', '소카테고리': '유아동침구', '세부카테고리': '유아동이불', 'total': 478, 'recent_sum': 120, 'older_sum': 358, 'growth_rate': 0.33519553072625696, 'final_score': 638.2234636871508, 'rank': 472}
Rank 473: {'대카테고리': '출산/유아동', '중카테고리': '수유용품', '소카테고리': '수유쿠션/시트', '세부카테고리': '수유쿠션', 'total': 68, 'recent_sum': 17, 'older_sum': 51, 'growth_rate': 0.3333333333333333, 'final_score': 90.66666666666666, 'rank': 473}
Rank 474: {'대카테고리': '출산/유아동', '중카테고리': '임부/태교용품', '소카테고리': '산욕기(산후 6주)', '세부카테고리': '수유쿠션', 'total': 68, 'recent_sum': 17, 'older_sum': 51, 'growth_rate': 0.3333333333333333, 'final_score': 90.66666666666666, 'rank': 474}
Rank 475: {'대카테고리': '식품', '중카테고리': '건강식품', '소카테고리': '다이어트/이너뷰티', '세부카테고리': '기타다이어트식품', 'total': 140, 'recent_sum': 35, 'older_sum': 105, 'growth_rate': 0.3333333333333333, 'final_score': 186.66666666666666, 'rank': 475}
Rank 476: {'대카테고리': '주방용품', '중카테고리': '컵/텀블러/와인용품', '소카테고리': '', '세부카테고리': None, 'total': 1064, 'recent_sum': 266, 'older_sum': 798, 'growth_rate': 0.3333333333333333, 'final_score': 1418.6666666666665, 'rank': 476}
Rank 477: {'대카테고리': '주방용품', '중카테고리': '주방잡화', '소카테고리': '싱크대용품', '세부카테고리': '배수구용품', 'total': 68, 'recent_sum': 17, 'older_sum': 51, 'growth_rate': 0.3333333333333333, 'final_score': 90.66666666666666, 'rank': 477}
Rank 478: {'대카테고리': '생활용품', '중카테고리': '생활전기용품', '소카테고리': '전구/램프', '세부카테고리': 'LED전구', 'total': 192, 'recent_sum': 48, 'older_sum': 144, 'growth_rate': 0.3333333333333333, 'final_score': 256.0, 'rank': 478}
Rank 479: {'대카테고리': '생활용품', '중카테고리': '수납/정리', '소카테고리': '수납케이스', '세부카테고리': '휴지/티슈케이스', 'total': 200, 'recent_sum': 50, 'older_sum': 150, 'growth_rate': 0.3333333333333333, 'final_score': 266.66666666666663, 'rank': 479}
Rank 480: {'대카테고리': '홈인테리어', '중카테고리': '홈데코', '소카테고리': '디퓨저/방향제', '세부카테고리': '디퓨저만들기', 'total': 92, 'recent_sum': 23, 'older_sum': 69, 'growth_rate': 0.3333333333333333, 'final_score': 122.66666666666666, 'rank': 480}
Rank 481: {'대카테고리': '홈인테리어', '중카테고리': '조명/스탠드', '소카테고리': '전구/형광등', '세부카테고리': 'LED전구', 'total': 192, 'recent_sum': 48, 'older_sum': 144, 'growth_rate': 0.3333333333333333, 'final_score': 256.0, 'rank': 481}
Rank 482: {'대카테고리': '홈인테리어', '중카테고리': '공구/철물/DIY', '소카테고리': '수공구/절단도구', '세부카테고리': '망치/도끼', 'total': 168, 'recent_sum': 42, 'older_sum': 126, 'growth_rate': 0.3333333333333333, 'final_score': 224.0, 'rank': 482}
Rank 483: {'대카테고리': '가전디지털', '중카테고리': '저장장치', '소카테고리': '메모리카드', '세부카테고리': 'microSD', 'total': 12, 'recent_sum': 3, 'older_sum': 9, 'growth_rate': 0.3333333333333333, 'final_score': 16.0, 'rank': 483}
Rank 484: {'대카테고리': '가전디지털', '중카테고리': '휴대폰 액세서리', '소카테고리': '메모리카드', '세부카테고리': 'microSD', 'total': 12, 'recent_sum': 3, 'older_sum': 9, 'growth_rate': 0.3333333333333333, 'final_score': 16.0, 'rank': 484}
